id;partnerctid;vasarlasid;mennyiseg;brutto;partnerid
66187970;20875;66187968;1.0;239.0;2011068
66188560;20875;66188548;25.0;5975.0;2011068
66190007;20702;66189974;1.0;199.0;2011068
66190009;20702;66189974;1.0;199.0;2011068
66190833;11873;66190824;3.0;310.0;2011068
66191522;20875;66191514;24.0;4776.0;2011068
66191521;46134207;66191514;24.0;4558.0;2011068
66191662;20875;66191661;16.0;3184.0;2011068
66191678;19093;66191677;1.0;599.0;2011068
66192155;46134207;66192135;1.0;209.0;2011068
66192156;46134207;66192135;1.0;209.0;2011068
66192157;46134207;66192135;1.0;209.0;2011068
66192158;46134207;66192135;1.0;209.0;2011068
66192159;46134207;66192135;1.0;209.0;2011068
66192160;46134207;66192135;1.0;209.0;2011068
66193066;11873;66193054;10.0;1033.0;2011068
66193119;20702;66193054;8.0;1479.0;2011068
66193301;10409;66193285;1.0;189.0;2011068
66193302;10409;66193285;1.0;189.0;2011068
66193372;20875;66193363;24.0;4776.0;2011068
66193664;10409;66193637;1.0;269.0;2011068
66193649;20875;66193637;1.0;239.0;2011068
66193675;20875;66193637;1.0;239.0;2011068
66193643;46134207;66193637;1.0;269.0;2011068
66193669;46134207;66193637;1.0;269.0;2011068
66193760;46134207;66193758;1.0;269.0;2011068
66193766;46134207;66193758;1.0;269.0;2011068
66194229;20875;66194227;1.0;239.0;2011068
66194234;20875;66194227;1.0;239.0;2011068
66194239;20875;66194227;1.0;239.0;2011068
66194523;12800;66194521;1.0;239.0;2011068
66194668;46134207;66194667;10.0;2690.0;2011068
66195898;20702;66195894;1.0;199.0;2011068
66196241;46134207;66196237;1.0;269.0;2011068
66196242;46134207;66196237;1.0;269.0;2011068
66196249;46134207;66196237;1.0;269.0;2011068
66196251;46134207;66196237;1.0;269.0;2011068
66196253;46134207;66196237;-1.0;-269.0;2011068
66196968;20875;66196963;1.0;239.0;2011068
66196970;20875;66196963;1.0;239.0;2011068
66196971;20875;66196963;1.0;239.0;2011068
66196990;42109869;66196989;1.0;269.0;2011068
66196994;42109869;66196989;1.0;269.0;2011068
66196995;42109869;66196989;1.0;269.0;2011068
66197195;10409;66197189;1.0;269.0;2011068
66197561;46134207;66197540;1.0;269.0;2011068
66197564;46134207;66197540;1.0;269.0;2011068
66197570;20875;66197566;1.0;239.0;2011068
66198867;9381338;66198860;1.0;359.0;2011068
66198891;9381338;66198860;1.0;359.0;2011068
66199301;46134207;66199287;1.0;209.0;2011068
66199302;46134207;66199287;1.0;209.0;2011068
66199326;11873;66199321;1.0;119.0;2011068
66199358;10409;66199346;24.0;4536.0;2011068
66199559;11873;66199552;1.0;119.0;2011068
66199557;19093;66199552;1.0;599.0;2011068
66199594;20875;66199592;1.0;199.0;2011068
66199800;20702;66199753;4.0;740.0;2011068
66201162;20875;66201159;25.0;5975.0;2011068
66201629;20702;66201617;1.0;199.0;2011068
66203355;20702;66203342;1.0;199.0;2011068
66203343;42109869;66203342;1.0;269.0;2011068
66205629;46134207;66205623;1.0;269.0;2011068
66205630;46134207;66205623;1.0;269.0;2011068
66213928;11873;66213923;1.0;119.0;2011068
66216248;11873;66216244;1.0;119.0;2011068
66217897;46134207;66217888;1.0;209.0;2011068
66217898;46134207;66217888;1.0;209.0;2011068
66218292;42109869;66218289;1.0;219.0;2011068
66218293;42109869;66218289;1.0;219.0;2011068
66218773;46134207;66218749;1.0;209.0;2011068
66218782;46134207;66218749;1.0;209.0;2011068
66218783;46134207;66218749;1.0;209.0;2011068
66220276;20702;66220269;1.0;199.0;2011068
66220806;46134207;66220798;1.0;209.0;2011068
66220807;46134207;66220798;1.0;209.0;2011068
66221586;46134207;66221579;1.0;209.0;2011068
66221587;46134207;66221579;1.0;209.0;2011068
66221588;46134207;66221579;1.0;209.0;2011068
66222136;20875;66222135;8.0;1592.0;2011068
66222709;10409;66222706;2.0;378.0;2011068
66223042;42109869;66223037;1.0;219.0;2011068
66223043;42109869;66223037;1.0;219.0;2011068
66223044;42109869;66223037;1.0;219.0;2011068
66223048;42109869;66223037;1.0;219.0;2011068
66223104;20875;66223103;4.0;796.0;2011068
66223212;20875;66223207;1.0;199.0;2011068
66223225;20875;66223207;1.0;199.0;2011068
66223276;42109869;66223272;1.0;219.0;2011068
66223277;42109869;66223272;1.0;219.0;2011068
66223278;42109869;66223272;1.0;219.0;2011068
66223378;46134207;66223351;20.0;4180.0;2011068
66224016;46134207;66224011;24.0;5016.0;2011068
66224288;10409;66224253;48.0;9072.0;2011068
66224308;20875;66224303;5.0;995.0;2011068
66224340;20875;66224328;1.0;199.0;2011068
66224339;46134207;66224328;1.0;209.0;2011068
66224665;10409;66224664;1.0;189.0;2011068
66225148;12800;66225130;1.0;239.0;2011068
66225597;20875;66225593;48.0;9552.0;2011068
66225837;16507;66225832;1.0;499.0;2011068
66225984;10409;66225982;1.0;189.0;2011068
66226340;20875;66226323;10.0;1990.0;2011068
66226478;20875;66226476;1.0;199.0;2011068
66226972;10409;66226965;1.0;189.0;2011068
66226973;10409;66226965;1.0;189.0;2011068
66227617;20875;66227614;1.0;199.0;2011068
66228117;46134207;66228116;1.0;209.0;2011068
66228118;46134207;66228116;1.0;209.0;2011068
66228120;46134207;66228116;1.0;209.0;2011068
66228121;46134207;66228116;1.0;209.0;2011068
66228637;20875;66228625;1.0;199.0;2011068
66229210;14132;66229175;1.0;529.0;2011068
66229291;20875;66229282;6.0;1194.0;2011068
66229454;16507;66229450;1.0;499.0;2011068
66229455;20875;66229450;1.0;199.0;2011068
66229456;20875;66229450;1.0;199.0;2011068
66229610;46134207;66229596;7.0;1463.0;2011068
66229687;10409;66229680;10.0;1890.0;2011068
66230139;20875;66230132;1.0;199.0;2011068
66230490;12800;66230452;1.0;239.0;2011068
66230494;12800;66230452;1.0;239.0;2011068
66230922;46134207;66230896;25.0;5225.0;2011068
66231816;20875;66231815;1.0;199.0;2011068
66231828;20875;66231815;1.0;199.0;2011068
66231931;11873;66231928;1.0;119.0;2011068
66231981;46134207;66231965;10.0;2090.0;2011068
66232426;19093;66232406;1.0;599.0;2011068
66233202;16507;66233190;1.0;499.0;2011068
66233205;16507;66233190;1.0;499.0;2011068
66234580;10409;66234578;1.0;189.0;2011068
66234581;10409;66234578;1.0;189.0;2011068
66234582;10409;66234578;1.0;189.0;2011068
66234583;10409;66234578;1.0;189.0;2011068
66234717;10409;66234710;1.0;189.0;2011068
66234968;46134207;66234967;4.0;836.0;2011068
66235318;11873;66235308;1.0;119.0;2011068
66235570;20875;66235569;1.0;199.0;2011068
66235679;11873;66235674;1.0;119.0;2011068
66235710;10409;66235708;1.0;189.0;2011068
66235711;10409;66235708;1.0;189.0;2011068
66235712;10409;66235708;1.0;189.0;2011068
66235713;10409;66235708;1.0;189.0;2011068
66235714;10409;66235708;1.0;189.0;2011068
66235715;10409;66235708;1.0;189.0;2011068
66236777;10409;66236769;1.0;189.0;2011068
66236779;10409;66236769;1.0;189.0;2011068
66236778;20875;66236769;1.0;199.0;2011068
66237185;12800;66237166;1.0;239.0;2011068
66237187;12800;66237166;1.0;239.0;2011068
66237623;46134207;66237613;1.0;209.0;2011068
66237626;46134207;66237613;1.0;209.0;2011068
66237673;46134207;66237667;10.0;2090.0;2011068
66238044;20875;66238024;6.0;1194.0;2011068
66238484;11873;66238480;3.0;357.0;2011068
66238638;20875;66238637;2.0;398.0;2011068
66238673;20875;66238666;1.0;199.0;2011068
66238701;20875;66238700;1.0;199.0;2011068
66238707;20875;66238700;1.0;199.0;2011068
66238709;20875;66238700;-1.0;-199.0;2011068
66238712;20875;66238700;1.0;199.0;2011068
66238953;12800;66238949;1.0;239.0;2011068
66239413;46134207;66239395;1.0;209.0;2011068
66239414;46134207;66239395;1.0;209.0;2011068
66240922;11873;66240917;1.0;119.0;2011068
66241794;12800;66241792;1.0;239.0;2011068
66243602;46134207;66243599;4.0;836.0;2011068
66245035;20875;66245031;3.0;597.0;2011068
66245259;13849;66245250;2.0;438.0;2011068
66245571;20875;66245570;1.0;199.0;2011068
66246197;20702;66246182;1.0;199.0;2011068
66246959;10409;66246953;1.0;189.0;2011068
66246962;10409;66246953;1.0;189.0;2011068
66246972;10409;66246953;1.0;189.0;2011068
66247205;10409;66247204;1.0;189.0;2011068
66248265;46134207;66248264;2.0;418.0;2011068
66248922;13849;66248919;1.0;219.0;2011068
66248923;13849;66248919;1.0;219.0;2011068
66248924;13849;66248919;1.0;219.0;2011068
66248926;13849;66248919;1.0;219.0;2011068
66249433;46134207;66249431;6.0;1254.0;2011068
66249553;20875;66249552;25.0;4975.0;2011068
66249571;20702;66249558;1.0;199.0;2011068
66250405;20702;66250298;3.0;555.0;2011068
66251369;20875;66251367;8.0;1592.0;2011068
66252437;10409;66252428;1.0;189.0;2011068
66252438;10409;66252428;1.0;189.0;2011068
66252439;10409;66252428;1.0;189.0;2011068
66252539;20875;66252536;1.0;199.0;2011068
66253017;13849;66253008;1.0;219.0;2011068
66253205;11873;66253199;1.0;119.0;2011068
66253356;20875;66253342;1.0;199.0;2011068
66253357;20875;66253342;1.0;199.0;2011068
66253358;20875;66253342;1.0;199.0;2011068
66253560;20702;66253550;1.0;199.0;2011068
66254324;20875;66254317;1.0;199.0;2011068
66254328;20875;66254317;1.0;199.0;2011068
66254335;20875;66254317;1.0;199.0;2011068
66254337;20875;66254317;1.0;199.0;2011068
66254812;46134207;66254811;6.0;1254.0;2011068
66254957;46134207;66254937;25.0;5225.0;2011068
66255189;46134207;66255185;1.0;209.0;2011068
66255190;46134207;66255185;1.0;209.0;2011068
66255557;50600;66255552;1.0;229.0;2011068
66255558;50600;66255552;1.0;229.0;2011068
66255559;50600;66255552;1.0;229.0;2011068
66255560;50600;66255552;1.0;229.0;2011068
66255988;10409;66255982;1.0;189.0;2011068
66255998;10409;66255982;1.0;189.0;2011068
66256008;10409;66255982;1.0;189.0;2011068
66256018;10409;66255982;1.0;189.0;2011068
66256188;46134207;66256181;13.0;2717.0;2011068
66256248;20875;66256243;1.0;199.0;2011068
66256250;20875;66256243;1.0;199.0;2011068
66256262;46134207;66256255;1.0;209.0;2011068
66256263;46134207;66256255;1.0;209.0;2011068
66257401;16507;66257400;1.0;499.0;2011068
66257406;16507;66257400;1.0;499.0;2011068
66257555;13849;66257544;1.0;219.0;2011068
66257556;13849;66257544;1.0;219.0;2011068
66257557;13849;66257544;1.0;219.0;2011068
66257558;13849;66257544;1.0;219.0;2011068
66257681;20875;66257675;1.0;199.0;2011068
66257679;46134207;66257675;1.0;209.0;2011068
66257684;46134207;66257675;1.0;209.0;2011068
66257984;20875;66257983;1.0;199.0;2011068
66257985;20875;66257983;1.0;199.0;2011068
66257986;20875;66257983;1.0;199.0;2011068
66258532;12800;66258483;1.0;239.0;2011068
66259405;46134207;66259399;24.0;5016.0;2011068
66260154;20875;66260151;14.0;2786.0;2011068
66260689;20875;66260688;10.0;1990.0;2011068
66261315;11873;66261310;1.0;119.0;2011068
66261827;20875;66261823;24.0;4776.0;2011068
66262307;10409;66262306;24.0;4536.0;2011068
66262436;42109869;66262427;1.0;219.0;2011068
66262454;42109869;66262427;1.0;219.0;2011068
66262539;10409;66262537;5.0;945.0;2011068
66262826;12800;66262801;1.0;239.0;2011068
66263344;10409;66263313;1.0;189.0;2011068
66263345;10409;66263313;1.0;189.0;2011068
66263346;10409;66263313;1.0;189.0;2011068
66263347;10409;66263313;1.0;189.0;2011068
66263362;46134207;66263353;24.0;5016.0;2011068
66263487;46134207;66263480;2.0;418.0;2011068
66264684;46134207;66264670;7.0;1463.0;2011068
66268048;10409;66268045;24.0;4536.0;2011068
66268654;10409;66268643;1.0;189.0;2011068
66269094;20702;66269093;1.0;199.0;2011068
66269095;20702;66269093;1.0;199.0;2011068
66269619;42109869;66269616;1.0;219.0;2011068
66269623;42109869;66269616;1.0;219.0;2011068
66269624;42109869;66269616;1.0;219.0;2011068
66269626;42109869;66269616;1.0;219.0;2011068
66270376;46134207;66270348;24.0;5016.0;2011068
66271729;13849;66271728;1.0;219.0;2011068
66271731;13849;66271728;1.0;219.0;2011068
66271735;13849;66271728;1.0;219.0;2011068
66271739;13849;66271728;1.0;219.0;2011068
66271985;42109869;66271949;1.0;219.0;2011068
66271990;42109869;66271949;1.0;219.0;2011068
66272362;19093;66272359;1.0;599.0;2011068
66273806;10409;66273795;10.0;1890.0;2011068
66274122;20702;66274091;1.0;199.0;2011068
66274675;42109869;66274673;1.0;219.0;2011068
66275803;46134207;66275794;1.0;209.0;2011068
66275807;46134207;66275794;1.0;209.0;2011068
66276780;20875;66276777;24.0;4776.0;2011068
66277130;46134207;66277126;1.0;209.0;2011068
66277131;46134207;66277126;1.0;209.0;2011068
66277132;46134207;66277126;1.0;209.0;2011068
66277133;46134207;66277126;1.0;209.0;2011068
66277134;46134207;66277126;1.0;209.0;2011068
66277699;50600;66277698;4.0;916.0;2011068
66278326;20875;66278310;25.0;4975.0;2011068
66278607;46134207;66278605;1.0;209.0;2011068
66278608;46134207;66278605;1.0;209.0;2011068
66278925;12800;66278875;1.0;239.0;2011068
66279025;10409;66279024;1.0;189.0;2011068
66279161;13849;66279160;1.0;219.0;2011068
66279167;13849;66279160;1.0;219.0;2011068
66279168;13849;66279160;1.0;219.0;2011068
66279306;20875;66279305;120.0;23880.0;2011068
66279352;20875;66279351;120.0;23880.0;2011068
66279583;20875;66279582;28.0;5572.0;2011068
66279841;20875;66279832;1.0;199.0;2011068
66279954;20875;66279953;1.0;199.0;2011068
66280834;46134207;66280824;48.0;10032.0;2011068
66282341;42109869;66282326;1.0;219.0;2011068
66282342;42109869;66282326;1.0;219.0;2011068
66282565;46134207;66282562;1.0;209.0;2011068
66282916;46134207;66282906;24.0;5016.0;2011068
66284006;20875;66284002;1.0;199.0;2011068
66284007;20875;66284002;1.0;199.0;2011068
66284136;20702;66284117;1.0;199.0;2011068
66284405;20875;66284404;1.0;199.0;2011068
66284406;20875;66284404;1.0;199.0;2011068
66284956;10409;66284955;1.0;189.0;2011068
66284957;10409;66284955;1.0;189.0;2011068
66284958;10409;66284955;1.0;189.0;2011068
66284959;10409;66284955;1.0;189.0;2011068
66284960;10409;66284955;1.0;189.0;2011068
66284961;10409;66284955;1.0;189.0;2011068
66284962;10409;66284955;1.0;189.0;2011068
66284963;10409;66284955;1.0;189.0;2011068
66284964;10409;66284955;1.0;189.0;2011068
66284965;10409;66284955;1.0;189.0;2011068
66285982;11873;66285980;1.0;119.0;2011068
66286787;19093;66286775;1.0;599.0;2011068
66287030;20875;66287021;1.0;199.0;2011068
66287038;20875;66287021;1.0;199.0;2011068
66287193;20875;66287190;6.0;1194.0;2011068
66287645;11873;66287638;1.0;119.0;2011068
66287962;16507;66287961;1.0;499.0;2011068
66288031;20875;66288021;1.0;199.0;2011068
66288611;20702;66288610;1.0;199.0;2011068
66289216;11873;66289214;1.0;119.0;2011068
66290047;20875;66290046;1.0;199.0;2011068
66290326;11873;66290323;1.0;119.0;2011068
66290779;46134207;66290778;1.0;209.0;2011068
66290780;46134207;66290778;1.0;209.0;2011068
66291795;11873;66291792;1.0;119.0;2011068
66292444;46134207;66292425;10.0;2090.0;2011068
66292903;42109869;66292894;1.0;219.0;2011068
66292906;42109869;66292894;1.0;219.0;2011068
66293478;46134207;66293477;1.0;209.0;2011068
66293479;46134207;66293477;1.0;209.0;2011068
66293507;10409;66293502;1.0;189.0;2011068
66293509;10409;66293502;1.0;189.0;2011068
66293516;19093;66293510;1.0;599.0;2011068
66293672;20875;66293671;8.0;1592.0;2011068
66293927;42109869;66293922;1.0;219.0;2011068
66293928;42109869;66293922;1.0;219.0;2011068
66293955;10409;66293954;30.0;5670.0;2011068
66295077;10409;66295062;4.0;756.0;2011068
66295287;16507;66295276;1.0;499.0;2011068
66295826;46134207;66295814;1.0;209.0;2011068
66295827;46134207;66295814;1.0;209.0;2011068
66295828;46134207;66295814;1.0;209.0;2011068
66295829;46134207;66295814;1.0;209.0;2011068
66295997;46134207;66295993;4.0;836.0;2011068
66296079;16507;66296073;1.0;499.0;2011068
66296150;20875;66296136;25.0;4975.0;2011068
66297689;10409;66297661;1.0;189.0;2011068
66297690;10409;66297661;1.0;189.0;2011068
66298031;12800;66298012;1.0;239.0;2011068
66298313;46134207;66298303;1.0;209.0;2011068
66298314;46134207;66298303;1.0;209.0;2011068
66298315;46134207;66298303;1.0;209.0;2011068
66299037;20702;66299009;1.0;199.0;2011068
66299093;20875;66299090;6.0;1194.0;2011068
66300084;20875;66300082;1.0;199.0;2011068
66300096;20875;66300082;1.0;199.0;2011068
66300904;46134207;66300893;1.0;209.0;2011068
66300905;46134207;66300893;1.0;209.0;2011068
66301055;46134207;66301053;5.0;1045.0;2011068
66301393;46134207;66301391;1.0;209.0;2011068
66301397;46134207;66301391;1.0;209.0;2011068
66302008;13849;66301939;1.0;219.0;2011068
66302368;10409;66302340;1.0;189.0;2011068
66302369;10409;66302340;1.0;189.0;2011068
66302373;13849;66302370;1.0;219.0;2011068
66302374;13849;66302370;1.0;219.0;2011068
66302375;13849;66302370;1.0;219.0;2011068
66302379;13849;66302370;1.0;219.0;2011068
66302382;13849;66302370;1.0;219.0;2011068
66302383;13849;66302370;1.0;219.0;2011068
66302747;10409;66302744;3.0;567.0;2011068
66303228;10409;66303219;8.0;1512.0;2011068
66303485;12800;66303464;1.0;239.0;2011068
66303486;12800;66303464;1.0;239.0;2011068
66304901;46134207;66304897;10.0;2090.0;2011068
66306041;46134207;66306036;24.0;5016.0;2011068
66306053;42109869;66306044;1.0;219.0;2011068
66306054;42109869;66306044;1.0;219.0;2011068
66306291;46134207;66306287;6.0;1254.0;2011068
66306673;11873;66306655;1.0;119.0;2011068
66306674;11873;66306655;1.0;119.0;2011068
66306848;46134207;66306840;10.0;2090.0;2011068
66307079;10409;66307063;24.0;4536.0;2011068
66307206;11873;66307202;1.0;119.0;2011068
66308458;10409;66308453;6.0;1134.0;2011068
66308916;20875;66308915;7.0;1393.0;2011068
66310419;20875;66310414;8.0;1592.0;2011068
66312753;20702;66312690;1.0;185.0;2011068
66313381;20875;66313379;1.0;199.0;2011068
66314060;46134207;66314052;24.0;5016.0;2011068
66316601;46134207;66316579;1.0;209.0;2011068
66316602;46134207;66316579;1.0;209.0;2011068
66316665;10409;66316662;4.0;756.0;2011068
66316985;20702;66316962;1.0;199.0;2011068
66317243;50600;66317216;1.0;229.0;2011068
66317244;50600;66317216;1.0;229.0;2011068
66317339;20875;66317334;4.0;796.0;2011068
66317504;46134207;66317497;4.0;836.0;2011068
66317567;20875;66317538;1.0;199.0;2011068
66317580;20875;66317538;1.0;199.0;2011068
66317639;50600;66317625;1.0;229.0;2011068
66317640;50600;66317625;1.0;229.0;2011068
66318373;20875;66318370;1.0;199.0;2011068
66318449;10409;66318447;1.0;189.0;2011068
66318536;20875;66318535;2.0;398.0;2011068
66318646;46134207;66318640;1.0;209.0;2011068
66318656;46134207;66318640;1.0;209.0;2011068
66318657;46134207;66318640;1.0;209.0;2011068
66318659;46134207;66318640;1.0;209.0;2011068
66318660;46134207;66318640;1.0;209.0;2011068
66318666;46134207;66318640;1.0;209.0;2011068
66318700;46134207;66318691;1.0;209.0;2011068
66318702;46134207;66318691;1.0;209.0;2011068
66320550;46134207;66320547;1.0;209.0;2011068
66321019;10409;66321008;1.0;189.0;2011068
66321014;20875;66321008;1.0;199.0;2011068
66321043;46134207;66321033;1.0;209.0;2011068
66321046;46134207;66321033;1.0;209.0;2011068
66322018;11873;66322000;1.0;119.0;2011068
66322186;46134207;66322184;1.0;209.0;2011068
66322187;46134207;66322184;1.0;209.0;2011068
66322188;46134207;66322184;1.0;209.0;2011068
66322631;46134207;66322628;1.0;209.0;2011068
66324308;20875;66324304;1.0;199.0;2011068
66324550;20702;66324535;1.0;199.0;2011068
66324551;20702;66324535;1.0;199.0;2011068
66325896;16507;66325891;1.0;499.0;2011068
66326611;20875;66326598;9.0;1791.0;2011068
66327955;10409;66327954;1.0;189.0;2011068
66327971;10409;66327954;1.0;189.0;2011068
66327976;10409;66327954;1.0;189.0;2011068
66328151;20875;66328150;1.0;199.0;2011068
66328174;20875;66328150;1.0;199.0;2011068
66328300;50600;66328298;1.0;229.0;2011068
66328303;50600;66328298;1.0;229.0;2011068
66328310;50600;66328298;1.0;229.0;2011068
66328704;10409;66328682;24.0;4536.0;2011068
66328703;20875;66328682;24.0;4776.0;2011068
66329573;20702;66329557;1.0;199.0;2011068
66329751;20875;66329750;1.0;199.0;2011068
66329756;20875;66329750;1.0;199.0;2011068
66329759;20875;66329750;1.0;199.0;2011068
66329763;20875;66329750;1.0;199.0;2011068
66330961;46134207;66330957;1.0;209.0;2011068
66330962;46134207;66330957;1.0;209.0;2011068
66330963;46134207;66330957;1.0;209.0;2011068
66330964;46134207;66330957;1.0;209.0;2011068
66331011;12800;66331005;1.0;239.0;2011068
66331172;46134207;66331171;1.0;209.0;2011068
66331175;46134207;66331171;1.0;209.0;2011068
66331666;50600;66331658;1.0;229.0;2011068
66331668;50600;66331658;1.0;229.0;2011068
66332160;10409;66332157;4.0;756.0;2011068
66332196;20875;66332195;24.0;4776.0;2011068
66332298;11873;66332265;1.0;119.0;2011068
66332302;11873;66332265;1.0;119.0;2011068
66333294;20875;66333282;1.0;199.0;2011068
66333306;20875;66333282;1.0;199.0;2011068
66333290;46134207;66333282;1.0;209.0;2011068
66334066;46134207;66334040;1.0;209.0;2011068
66334068;46134207;66334040;1.0;209.0;2011068
66334069;46134207;66334040;1.0;209.0;2011068
66334070;46134207;66334040;1.0;209.0;2011068
66334071;46134207;66334040;1.0;209.0;2011068
66334072;46134207;66334040;1.0;209.0;2011068
66336485;46134207;66336477;25.0;5225.0;2011068
66337028;20875;66337025;1.0;199.0;2011068
66337031;20875;66337025;1.0;199.0;2011068
66337038;20875;66337025;1.0;199.0;2011068
66337318;46134207;66337313;1.0;209.0;2011068
66337319;46134207;66337313;1.0;209.0;2011068
66337320;46134207;66337313;1.0;209.0;2011068
66337321;46134207;66337313;1.0;209.0;2011068
66337322;46134207;66337313;1.0;209.0;2011068
66337323;46134207;66337313;1.0;209.0;2011068
66337442;42109869;66337439;3.0;657.0;2011068
66337479;13849;66337477;1.0;219.0;2011068
66338327;20702;66338300;1.0;185.0;2011068
66338895;10409;66338884;1.0;189.0;2011068
66338896;10409;66338884;1.0;189.0;2011068
66338900;10409;66338884;1.0;189.0;2011068
66338892;46134207;66338884;1.0;209.0;2011068
66338893;46134207;66338884;1.0;209.0;2011068
66338902;46134207;66338884;1.0;209.0;2011068
66340072;20875;66340058;1.0;199.0;2011068
66340077;20875;66340058;1.0;199.0;2011068
66340078;20875;66340058;1.0;199.0;2011068
66340215;42109869;66340206;25.0;5475.0;2011068
66342015;10409;66342009;3.0;567.0;2011068
66343500;50600;66343496;1.0;229.0;2011068
66343501;50600;66343496;1.0;229.0;2011068
66343623;46134207;66343618;1.0;209.0;2011068
66344088;20875;66344070;1.0;199.0;2011068
66344089;20875;66344070;1.0;199.0;2011068
66344668;42109869;66344623;1.0;219.0;2011068
66344669;42109869;66344623;1.0;219.0;2011068
66344671;42109869;66344623;1.0;219.0;2011068
66344739;10409;66344713;24.0;4536.0;2011068
66344941;10409;66344928;1.0;189.0;2011068
66344942;10409;66344928;1.0;189.0;2011068
66344943;10409;66344928;1.0;189.0;2011068
66345741;20875;66345732;1.0;199.0;2011068
66345749;20875;66345732;1.0;199.0;2011068
66345835;10409;66345802;1.0;189.0;2011068
66346116;11873;66346101;1.0;119.0;2011068
66346604;20875;66346600;4.0;796.0;2011068
66347764;10409;66347757;10.0;1890.0;2011068
66348110;11873;66348101;3.0;357.0;2011068
66348105;20875;66348101;1.0;199.0;2011068
66348111;20875;66348101;1.0;199.0;2011068
66348112;20875;66348101;1.0;199.0;2011068
66348113;20875;66348101;1.0;199.0;2011068
66348120;20875;66348101;1.0;199.0;2011068
66348121;20875;66348101;1.0;199.0;2011068
66348424;11873;66348416;1.0;119.0;2011068
66348679;11873;66348663;2.0;238.0;2011068
66348738;46134207;66348735;1.0;209.0;2011068
66348739;46134207;66348735;1.0;209.0;2011068
66349209;50600;66349197;7.0;1603.0;2011068
66351117;11873;66351112;1.0;119.0;2011068
66351674;46134207;66351658;1.0;209.0;2011068
66351951;20702;66351926;1.0;199.0;2011068
66352226;20702;66352217;1.0;199.0;2011068
66352871;13849;66352869;1.0;219.0;2011068
66352924;20702;66352882;1.0;199.0;2011068
66354379;20702;66354372;1.0;199.0;2011068
66354382;20702;66354372;1.0;199.0;2011068
66354440;16507;66354414;1.0;499.0;2011068
66355342;11873;66355324;1.0;119.0;2011068
66355343;11873;66355324;1.0;119.0;2011068
66355432;20875;66355431;1.0;199.0;2011068
66355549;13849;66355542;6.0;1314.0;2011068
66356291;10409;66356290;8.0;1512.0;2011068
66358355;11873;66358352;1.0;119.0;2011068
66358806;12800;66358799;1.0;239.0;2011068
66359290;20875;66359264;1.0;199.0;2011068
66359291;20875;66359264;1.0;199.0;2011068
66359292;20875;66359264;1.0;199.0;2011068
66359294;20875;66359264;1.0;199.0;2011068
66359295;20875;66359264;1.0;199.0;2011068
66359296;20875;66359264;1.0;199.0;2011068
66359317;46134207;66359309;1.0;209.0;2011068
66359427;20875;66359425;1.0;199.0;2011068
66359429;20875;66359425;1.0;199.0;2011068
66359430;20875;66359425;1.0;199.0;2011068
66359433;20875;66359425;1.0;199.0;2011068
66359426;46134207;66359425;1.0;209.0;2011068
66359428;46134207;66359425;1.0;209.0;2011068
66359431;46134207;66359425;1.0;209.0;2011068
66359432;46134207;66359425;1.0;209.0;2011068
66360036;11873;66360032;3.0;357.0;2011068
66360722;46134207;66360721;1.0;209.0;2011068
66360959;20702;66360951;1.0;199.0;2011068
66361491;20702;66361470;1.0;199.0;2011068
66361805;10409;66361804;6.0;1134.0;2011068
66362039;46134207;66362023;6.0;1254.0;2011068
66362238;10409;66362230;1.0;189.0;2011068
66362271;20875;66362266;1.0;199.0;2011068
66362610;46134207;66362606;24.0;5016.0;2011068
66363050;10409;66363049;24.0;4536.0;2011068
66366142;20875;66366126;24.0;4776.0;2011068
66366510;46134207;66366496;4.0;836.0;2011068
66366697;20875;66366675;72.0;13344.0;2011068
66366699;46134207;66366675;24.0;4867.0;2011068
66367340;12800;66367278;1.0;239.0;2011068
66368853;16507;66368839;1.0;499.0;2011068
66368991;16507;66368946;1.0;499.0;2011068
66369293;42109869;66369288;25.0;5475.0;2011068
66369435;20875;66369422;4.0;796.0;2011068
66370750;11873;66370741;1.0;119.0;2011068
66370957;20702;66370890;2.0;370.0;2011068
66372048;46134207;66372033;1.0;209.0;2011068
66372050;46134207;66372033;1.0;209.0;2011068
66372309;46134207;66372300;1.0;209.0;2011068
66372310;46134207;66372300;1.0;209.0;2011068
66372311;46134207;66372300;1.0;209.0;2011068
66372436;11873;66372433;1.0;119.0;2011068
66372771;46134207;66372754;1.0;209.0;2011068
66372772;46134207;66372754;1.0;209.0;2011068
66372773;46134207;66372754;1.0;209.0;2011068
66372774;46134207;66372754;1.0;209.0;2011068
66372775;46134207;66372754;1.0;209.0;2011068
66373365;11873;66373358;1.0;119.0;2011068
66373446;20875;66373434;1.0;199.0;2011068
66373447;20875;66373434;1.0;199.0;2011068
66375171;11873;66375150;1.0;119.0;2011068
66375495;20875;66375476;1.0;199.0;2011068
66375497;20875;66375476;1.0;199.0;2011068
66375498;20875;66375476;1.0;199.0;2011068
66375500;20875;66375476;1.0;199.0;2011068
66375551;11873;66375540;1.0;119.0;2011068
66375854;20875;66375851;24.0;4776.0;2011068
66376473;10409;66376446;1.0;189.0;2011068
66376483;10409;66376446;1.0;189.0;2011068
66376478;13849;66376446;1.0;219.0;2011068
66376567;46134207;66376530;1.0;209.0;2011068
66376576;46134207;66376530;1.0;209.0;2011068
